100,228,GHOUS PUR,GANDAWA SUB-DIVISION,MIRPUR SUB-TEHSIL-SADDAR QH,SHIKARPUR PC,SHIKARPUR PC
101,228,LUTAF HARA,GANDAWA SUB-DIVISION,MIRPUR SUB-TEHSIL-SADDAR QH,SHIKARPUR PC,SHIKARPUR PC
102,228,AZIM KHAN,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,HATHYARI PC,HATHYARI PC
103,228,JAGIRANI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,HATHYARI PC,HATHYARI PC
104,228,SANJRANI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,HATHYARI PC,HATHYARI PC
105,228,DABA,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
106,228,KARAM KHAN,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
107,228,KHAN WAH,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
108,228,KHIZRANI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
109,228,PEHLWAN,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
110,228,SARAN GANI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,JHAL SADDAR PC,JHAL SADDAR PC
111,228,JABBAR,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,PUNJAK PC,PUNJAK PC
112,228,BARIJA,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-PUNJAK QH,BARIJA PC,BARIJA PC
